has covid peaked,1
are covid cases declining,1
are covid cases dropping,1
are covid cases decreasing,1
are covid cases going down,1
are covid numbers going down,1
when will covid reach its peak,1
is covid getting worse,1
are covid numbers increasing,1
have covid numbers going down,1
is it true that covid is steadily declining,1
has covid slowed down,1
did covid peak,1
have covid deaths peaked,1
where are we on the covid curve now,1
are covid tests accurate,4
are covid antibody tests accurate,4
who covid antibodies,4
is it true that when they test for covid that they cannot specifically determine if it is covid or not,4
which covid test is more accurate,4
which covid antibody tests are accurate,4
do covid antibody tests work,4
are covid tests reliable,4
can i get covid from a food worker handling my food,5
can covid live on food,5
is it safe to order take out,5
can food or clothes be contaminated with covid,5
can i get the covid from food food packaging or food containers and preparation area,5
can i get sick with covid if it is on food,5
can covid be transmitted through food,5
are food products produced in the united states or other countries affected by covid  19 a risk for the spread of covid,5
can covid spread through food,5
has covid mutated,7
is covid mutating,7
will covid mutate,7
does covid mutate,7
had covid mutated,7
what is the rate of mutation in the covid,7
can covid mutate,7
how likely is the covid virus to mutate and when,7
does covid die in freezer,8
will high temperatures kill covid,8
can covid live in freezer,8
can covid survive cold,8
what is the temperature required to kill covid,8
can the heat from a hand dryer kill covid,8
can covid live in the freezer,8
can covid live in heat,8
how long will covid survive on items you put in the freezer,8
can high or low temperatures kill covid,8
what temperature kills the virus that causes covid,8
does covid die in heat,8
where covid come from,18
did covid come from animals,11
why covid,11
in what species did the covid virus likely originate,11
did covid come from bats,11
did covid start with bats,11
did covid really originate from the province of china or just get discovered there,11
did covid come from eating bats,11
where covid came from,18
did covid come from snakes,11
why covid happened,11
how covid started,11
where covid really come from,11
what is the true origin of the covid virus and is the wuhan bat snacking hypothesis credible,11
how likely is it that the covid virus was created by the chinese as a biological weapon,12
was covid created,12
did covid come from a lab,12
was covid man made,12
was covid weaponized,12
was covid engineered,12
is covid weaponized,12
is covid bioterrorism,12
did covid escape from a research lab,12
for the sake of discussion what do you think the chances are of covid being a biologically engineered weapon,12
is covid man made,12
did covid start in a lab,12
was covid manufactured,12
was covid made in a lab,12
is covid a man made virus,12
was covid created in a lab,12
is covid bio engineered,12
is covid a bioweapon,12
do covid antibodies provide immunity,15
do covid antibodies confer immunity,15
who covid immunity,15
what are the most common symptoms of covid,17
who covid symptoms,17
what are the symptoms and complications that covid can cause,17
what are the symptoms of covid,17
what symptoms might people experience with covid,17
where covid originate,18
where covid start,18
where covid started,18
where did covid originate,18
is china really the origin of covid,18
where covid originated,18
where did covid come from,18
has covid always existed,19
has covid been around longer,19
has covid been around for a while,19
have covid checks gone out yet,20
have covid checks gone out,20
when covid checks,20
when covid stimulus checks,20
have covid checks been sent,20
which covid symptoms lead to death,21
how does covid get spread,22
how covid spreads,22
how is covid spread,22
how covid is transmitted,22
how does this covid spread,22
how can the covid spread,22
what are ways in which covid is transmitted,22
how does the virus spread,22
how is the novel covid spread,22
how covid will change the world,23
what lessons will the world learn from covid,23
what will be some unexpected outcomes of the 2020 covid pandemic,23
what happens when i get covid,25
how covid attacks the body,25
what covid does,25
how covid works,25
how covid affects the body,25
how does the covid virus cause death in the infected patient,25
what kind of test is being used to diagnose if i have covid,26
in addition to oral swabs which tests detected the presence of covid virus,26
are blood tests useful to diagnose covid,26
what kind of test can diagnose covid,26
how is covid tested,26
how covid test is done,26
how do testing kits for covid detect the virus,26
is covid airborne or droplet,27
is covid airborne,27
who covid airborne,27
can covid travel by wind,27
why is covid called a pandemic and not an epidemic,28
shouldnt covid be declared as a pandemic,28
why covid is worse than the flu,29
why covid is worse than flu,29
is covid more contagious than the flu,29
why worry about covid when the flu kills so many people,29
how is the covid virus more dangerous than the regular flu,29
is covid worse than the flu,29
is covid worse then swine flu,29
what is the survival rate of those infected by covid who are put on a ventilator,32
can a covid patient be treated without a ventilator,32
should covid patients be ventilated,32
when was the first local transmission of covid reported in the united states,36
what is covid disease 2019,39
what is the acronym covid,39
why is it called a covid,39
why covid called covid,39
what is 2019 novel covid,39
what is covid,39
in covid what is the meaning of 19 here,39
what covid means,39
why covid name,39
how covid got its name,39
what is covid stand for,39
are covid and covid the same,39
what covid stands for,39
where does the word covid come from,39
why is the disease being called covid disease 2019,39
why is covid called a novel virus,39
what does the covid part of covid stand for,39
what covid stand for,39
what covid,39
will covid end soon,42
what are the odds that the us can reopen by may 1,42
when covid will be over,42
how covid will end,42
when covid lockdown ends,42
how long will we be on lockdown for covid,42
when covid end,42
will covid be gone this year,42
will covid ever end,42
will covid die out,42
is covid likely to be at pandemic proportions for two years,42
how long will social distancing for covid last,42
when covid will end,42
what is the official end date to covid,42
will covid be gone by summer,42
how long will we have to keep social distancing,42
will covid ever go away,42
when will life get back to normal after the onset of covid,42
will covid go away in spring,42
when covid is over,42
will covid go away,42
when will covid end and covid 20 start,42
will covid stay and last forever,42
how long do you think the covid pandemic will last in america,42
when covid will stop,42
will covid end,42
will covid disappear,42
what is the current status of the covid vaccine,43
is there a vaccine,43
is there a vaccine drug or treatment for covid,43
how soon will a vaccine for covid be ready,43
how long will it take for scientists to develop a vaccine to covid,43
is there a vaccine for the covid,43
why is the us so far behind other countries with testing,51
why does the united states have more death due to covid than any other nations in the world,51
why is the usa so ill equipped to deal with covid when its supposedly the most advanced nation on earth,51
why does covid spread fast in the usa what makes it worse,51
the usa has 5% of the worlds population but about 30% of covid cases despite being the richest nation on the planet where did it go wrong,51
why is the us struggling so much compared to other countries when it comes to testing for covid,51
what is the holdup with the covid tests for the us,51
how come the infection rate of covid is much higher in the u.s. than it is in china even though china is more compact and populous,51
why covid is worse in us,51
why is the us losing to covid despite being a top big rich country,51
why does the usa have more confirmed covid cases than china,51
will covid come back in the fall,53
will covid be seasonal,53
will covid end in summer,53
will warm weather stop the outbreak of covid,53
given the evidence so far will covid most likely go away in the summer,53
will covid go away in the summer,53
will there be a second wave of the covid infection,55
will covid be a problem next year,55
will covid come back,55
is there a risk of a second wave of covid like the second wave of the spanish flu which killed more people compared to the first wave,55
what is the covid fatality rate,56
is it true that covid has a less than 1% fatality rate,56
what percentage of people infected with sars cov died,56
world covid death toll,56
who covid deaths,56
who covid mortality rate,56
how are people tested for covid,57
where to get tested for covid,57
is there a test for covid,57
where can i get tested for covid,57
are covid tests available,57
theres already had a cure in china of covid is it true,60
do covid have cure,60
do covid symptoms come on quickly,61
are covid symptoms sudden,61
do covid symptoms come on fast,61
is the fear around the covid overblown justified or too early to say,65
how concerned are you about the covid that causes covid,65
had covid and recovered,65
what are my chances of dying of covid,65
are you panicking over the covid,65
if infected with covid can you survive it and recover,65
is covid that bad,65
are you worried about covid,65
compared to past pandemics how deadly is covid,65
has anyone actually recovered from the covid virus,65
can someone contract the covid and not die,65
since covid came out has it scared you,65
do you think the covid outbreak is really serious,65
should i worry about covid,65
should covid be all caps,66
does covid live on paper,75
how long does the virus survive on surfaces,75
does covid live on surfaces,75
how long does the covid virus live for under normal conditions,75
can covid live on objects,75
how long does covid live on surfaces,75
can you get covid from packages,75
is it safe to receive a package from any area where covid has been reported,75
is it safe to receive a package from an area where covid has been reported,75
do i need to wash my clothes right after encountering other people,75
does covid live on clothes,75
can covid live on surfaces,75
how long does covid stay alive on surfaces,75
can covid be sent through the mail,75
am i at risk for covid from mail packages or products,75
how long does covid live on produce,75
was covid found in toilet paper,75
should i disinfect my groceries,75
can i get covid from a package sent from china,75
should i wear a facemask,79
do masks help prevent the spread of covid,79
should i wear a face covering or face mask when i go out in public,79
can wearing a face mask prevent covid,79
should i get a face mask,79
does cdc recommend the use of facemask or face coverings to prevent covid,79
should children wear masks,79
until when should i wear a mask after recovering from an illness with respiratory symptoms,79
should i wear a face mask in public,79
can i make my own hand sanitizer,80
how do i prevent getting infected with covid from delivered packages and groceries,81
is it safe to do grocery shopping in costco amidst covid,81
what are the most important things i need to know to keep myself and others safe when i go to the grocery store during the pandemic,81
can i go to the supermarket,81
what is the best way to handle groceries during covid,81
can humans become infected with the covid from an animal source,84
is it safe to adopt pets from a shelter or rescue,84
can household pets become infected with covid and then transmit it to other pets and human beings,84
can humans get covid from dogs or cats,84
can i get covid from my pet,84
what animal species can get covid,84
can i get covid from my pets or other animals,84
can someone spread the virus without being sick,87
can i catch the virus from being in an enclosed space in close proximity to someone who doesnt have respiratory symptoms,87
is covid even contagious,87
are smokers or vapers at higher risk,92
how likely am i to catch covid,92
how much more susceptible are smokers to succumbing to covid,92
is my child with an underlying medical condition or special healthcare need at higher risk for severe illness from covid,92
is asthma a risk factor for covid,92
who is at greater risk of dying from covid,92
can old people with covid survive,92
are kids more at risk,92
who is the most affected by covid,92
are pregnant women more susceptible to the covid virus and will it harm the fetus,92
if i vape tobacco or nicotine am i at risk for complications from covid,92
what is the risk of my child becoming sick with covid,92
is covid dangerous for those who vape,92
is obesity a top risk factor in covid hospitalizations,92
does a history of smoking tobacco increase ones risk of catching covid,92
who is at higher risk,92
are people with disabilities at higher risk,92
is covid more serious if you smoke and do people who vape face the same or less risks,92
for whom does the covid pose a great threat,92
who is at higher risk for serious illness from covid,92
would atheists be more likely to get covid,92
how does being a smoker impact covid patient outcomes,92
who is at risk of developing severe illness,92
which are the medicines currently being used to treat covid,94
what are the treatments for covid,94
how can i make sure to not get affected with the novel covid virus,97
how do we protect ourselves,97
how do i keep safe from covid,97
how can we take precaution to stop covid,97
how do i stop covid,97
what can i do to protect myself and prevent the spread of disease,97
how are you avoiding gaining the covid,97
can one be immune to covid,100
can you catch a covid more than once,100
can people who recover from covid be infected again,100
is it true that even if you already had the covid you can get it again,100
can you get covid twice or does it cause immunity,100
has anyone that recovered from covid been reinfected,100
has anyone gotten covid twice (re infected),100
can covid reinfect,100
are covid survivors immune,100
do people who recovered from covid infection develop resistance against subsequent infections,100
should i spray myself or my kids with disinfectant,103
is any disinfectant injection available for covid,103
can disinfectant sprays or wipes be used on my skin injected inhaled or ingested to prevent or treat covid,103
how successful was plasma therapy against covid,112
are hydroxychloroquine and azithromycin the best treatment protocol for covid,116
what is hydroxylchloroquine and is it effective in the treatment of covid,116
evidence of hydroxychloroquine(hcq) being anti inflammatory in covid critically ill patients with elevated plasma cytokines,116
what is the effect of chloroquine(cq) and hydroxychloroquine(hcq) on endosomal maturation and endocytosis in covid treatment,116
are chloroquine phosphate or hydroxychloroquine sulfate approved by the fda to treat covid,116
are there data showing that chloroquine phosphate or hydroxychloroquine sulfate might benefit patients with covid,116
do chloroquine and azithromycin really work to handle severe cases of covid,116
has chloroquine been found to be effective against covid,116
will we have a food shortage due to the covid pandemic,126
will there be food shortages,126
is it true that o+ blood types are immune to the covid,140
why is there no vaccine for the covid virus,141
if regular flu vaccines can be produced each year why does the covid vaccine need 12 18 months,141
can someone who has had covid spread the illness to others,150
what should you do if you suspect you have covid,162
how can i ease my anxiety during pandemics,183
how can my family cope with the added stress,183
what cleaning products should i use to protect against covid,188
should i be tested for covid,192
how deadly is covid to pets,216
which animals are immune covid,216
what types of animals are susceptible to covid,216
what animals can carry covid,216
what materials are you using to make homemade face masks for covid,296
what kind of masks are recommended to protect healthcare workers from covid exposure,296
do covid masks have to be a specific material,296
when was the novel covid first reported,310
how long did it take to identify the cause of covid,310
when was the first case of covid identified,310
when was covid first identified,310
how are covid and sars cov similar,348
what lasting health impact will covid have on those who recover from covid,378
should covid patients take ibuprofen,381
what are the early symptoms of the covid,383
why is covid much stronger than previous corona viruses,386
why covid dangerous,386
why covid so dangerous,386
what is the likelihood that covid will kill the entire population,387
how unlikely is it that covid is the end of humanity as we know it,387
will covid end the world,387
is covid the beginning of the apocalypse,387
will covid last until everyone dies and humans go extinct,387
is this covid the beginning of the end for america as we know it,387
are we all going to die of covid,387
assuming covid is not over will it end the world and humanity,387
is the covid virus a sign of an upcoming apocalypse,387
how can we distinguish covid from flu as a patient,405
why is covid nothing like the flu,405
what is the difference between seasonal flu and covid,405
what happened to covid 1 to 18 and will there be a covid 20,424
does china give correct information to other countries on covid,428
is china being truthful about the number of deaths due to the covid or is it much higher,428
is there reason to believe the covid deaths in china are underreported,428
is there any blessing in disguise from this covid pandemic,430
what is 1 good thing that has happened as a result of covid,430
what is the best thing that has happened to you during the covid lockdown period,430
which industries are likely to flourish during the covid pandemic,431
what business has been affected by covid the most,431
what industries will have a huge boost once covid lockdowns end,431
where should we invest after covid ends,431
which businesses took an unexpected hit because of covid,431
which large restaurant chains will be driven out of business by covid,431
what industries will never be the same because of covid,431
what are you now avoiding as a result of the covid outbreak,432
how has the covid affected you,432
will covid trigger a global recession,434
how will global trade change due to covid,434
is covid an economic pandemic,434
what is the impact of covid on the global economy,434
how badly has the world economy shuddered so far because of the covid outbreak,434
is the global economy headed for recession in 2020 because of covid,434
what damage to the economy will covid cause,434
is a recession due to the covid inevitable,434
should china be held responsible for the financial and economic liability other countries have suffered due to the covid pandemic,436
why doesnt china apologize for causing covid,436
is the usa responsible for covid or china,436
should china be held responsible for creating the covid panic in the world,436
should china cdc (center for disease control) be responsible for the outbreak of covid,436
what is china doing to stop the spread of covid,437
should people take covid more seriously,447
why do some people still ignore that they can get covid virus,447
why are people visiting the beaches during the covid crisis,447
how can people not believe the covid is real,447
why are the naysayers saying the covid isnt real,447
is it the right time to invest in the stock market as the market is unstable due to the covid fear,451
in light of the covid pandemic is trump more likely to be re elected,454
will the covid affect president donald trumps re election,454
will there be a lot of layoffs in the tech industry due to the covid pandemic,458
how are you planning to spend the next 21 curfew days due to covid,462
if you were quarantined due to the covid virus what would you do to entertain yourself,462
what are things to do at home during the covid shut down period which will be useful later,462
whats something youve enjoyed since covid quarantining,462
what are you doing to spend time while staying home due to covid,462
post covid how can we rebuild a better society,469
will the world go back to normal after the covid is gone,469
is it possible that life will not return to normal after covid,469
what needs to change once the covid pandemic is over,469
how is life before covid and after covid,469
what would be the aftermath of the covid outbreak,469
what do you think will be the new normal after covid,469
what are some specific new norms that well see after covid,469
is the united states preparedness for covid trumps fault,474
are children as likely to get covid as adults,486
why are stock markets dipping in response to covid,501
will the usa sue china for covid pandemic,505
what could happen if the cure for covid is not found,506
without a vaccine will the covid outbreak ever end,506
what if the us fails to contain covid,506
are we winning the war against covid,514
what are peoples impressions about president trump claiming he was being sarcastic when musing whether people should inject disinfectant to defeat covid,519
can covid reduce the population of humans on earth by half,535
