what are the odds that the us can reopen by may 1,Speculation - Pandemic Duration
is covid likely to be at pandemic proportions for two years,Speculation - Pandemic Duration
will covid ever end,Speculation - Pandemic Duration
is covid dangerous for those who vape,Transmission - Demographics: General
how does being a smoker impact covid patient outcomes,Transmission - Demographics: General
is covid killing more liberals or conservatives,Transmission - Demographics: General
should i disinfect my groceries,Transmission - Survivability: Surfaces
can you get covid from packages,Transmission - Survivability: Surfaces
can covid live on objects,Transmission - Survivability: Surfaces
in covid what is the meaning of 19 here,Nomenclature - Reason for Name
why covid called novel,Nomenclature - Reason for Name
why covid name,Nomenclature - Reason for Name
are covid cases going down,Reporting - Number of Cases
is covid slowing down,Reporting - Number of Cases
are covid numbers going down,Reporting - Number of Cases
how is the us reaction to the spread of the covid different from chinas,Societal Response - United States
why does covid spread fast in the usa what makes it worse,Societal Response - United States
how come the infection rate of covid is much higher in the u.s. than it is in china even though china is more compact and populous,Societal Response - United States
what temperature kills the virus that causes covid,Transmission - Survivability: Temperature
how long will covid survive on items you put in the freezer,Transmission - Survivability: Temperature
does covid die in freezer,Transmission - Survivability: Temperature
what needs to change once the covid pandemic is over,Societal Effects - General
what would be the aftermath of the covid outbreak,Societal Effects - General
will the world go back to normal after the covid is gone,Societal Effects - General
will we get through covid,Societal Effects - Apocalyptic
will covid kill us all,Societal Effects - Apocalyptic
will covid end the world,Societal Effects - Apocalyptic
can covid be transmitted through food,Transmission - Food Contamination
can covid spread through food,Transmission - Food Contamination
can the virus that causes covid be spread through food,Transmission - Food Contamination
where covid started,Origin - Country
is china really the origin of covid,Origin - Country
where covid originate,Origin - Country
was covid engineered,Origin - Manufactured in Laboratory
did the covid develop in a laboratory,Origin - Manufactured in Laboratory
was covid manufactured,Origin - Manufactured in Laboratory
was covid meant to happen,Origin - Planned Release Conspiracy
was covid released on purpose,Origin - Planned Release Conspiracy
is covid bio engineered,Origin - Planned Release Conspiracy
has anyone that recovered from covid been reinfected,Transmission - Possibility of Reinfection
can you get covid twice or does it cause immunity,Transmission - Possibility of Reinfection
are covid survivors immune,Transmission - Possibility of Reinfection
how covid spreads,Transmission - General
how is covid transmitted,Transmission - General
how does covid get spread,Transmission - General
what will be the breaking point that will declare covid a pandemic,Nomenclature - Pandemic Definition
who covid pandemic,Nomenclature - Pandemic Definition
is covid a pandemic,Nomenclature - Pandemic Definition
should i purchase personal protective equipment for me and my family,Prevention - Use of Facemask
should i wear a face covering or face mask when i go out in public,Prevention - Use of Facemask
can wearing a face mask prevent covid,Prevention - Use of Facemask
what can i do to protect myself and prevent the spread of disease,Prevention - General
what advice should we follow against covid,Prevention - General
how do i keep safe from covid,Prevention - General
how effective are alternative disinfection methods,Prevention - Alternative Disinfection
does alcohol kill covid,Prevention - Alternative Disinfection
what alternatives do i have if there are no hand sanitizers available,Prevention - Alternative Disinfection
are chloroquine phosphate or hydroxychloroquine sulfate approved by the fda to treat covid,Treatment - Chloroquine
who do you believe about using hydroxychloroquine to treat covid,Treatment - Chloroquine
are hydroxychloroquine and azithromycin the best treatment protocol for covid,Treatment - Chloroquine
will covid mutate,Other - Mutation
does covid mutate,Other - Mutation
did covid come from snakes,Origin - Source Animal
did covid come from animals,Origin - Source Animal
did covid come from bats,Origin - Source Animal
how do testing kits for covid detect the virus,Testing - Methodology
what type of test was initially developed to screen for covid,Testing - Methodology
what kind of test can diagnose covid,Testing - Methodology
is covid worse than flu,Comparison - Worse than Flu
is covid worse then swine flu,Comparison - Worse than Flu
is covid worse than spanish flu,Comparison - Worse than Flu
when covid vaccine,Prevention - Time Until Vaccine
how long will it take for scientists to develop a vaccine to covid,Prevention - Time Until Vaccine
how soon will a vaccine for covid be ready,Prevention - Time Until Vaccine
who covid deaths,Reporting - Deaths
what is the number of victims worldwide due to covid,Reporting - Deaths
is it true that covid has a less than 1% fatality rate,Reporting - Deaths
how do you wash vegetables and fruits these days of the covid epidemic,Transmission - Shopping Safety
can i go to the supermarket,Transmission - Shopping Safety
because of the covid pandemic do you wash your groceries,Transmission - Shopping Safety
is covid an economic pandemic,Economic Effects - General
is a recession due to the covid inevitable,Economic Effects - General
how badly has the world economy shuddered so far because of the covid outbreak,Economic Effects - General
which covid test is more accurate,Testing - Accuracy
are covid tests reliable,Testing - Accuracy
do covid antibody tests work,Testing - Accuracy
will covid be a problem next year,Speculation - Second Wave
is there a risk of a second wave of covid like the second wave of the spanish flu which killed more people compared to the first wave,Speculation - Second Wave
will covid come back,Speculation - Second Wave
since covid came out has it scared you,Societal Response - Fear
should i worry about covid,Societal Response - Fear
is covid that bad,Societal Response - Fear
what are the treatments for covid,Treatment - Existence of Treatments
how should you treat the covid at home,Treatment - Existence of Treatments
which are the medicines currently being used to treat covid,Treatment - Existence of Treatments
what symptoms might people experience with covid,Symptoms - General
does covid have any neurological symptoms,Symptoms - General
what covid symptoms,Symptoms - General
how covid starts,Origin - General
if covid wasnt engineered how did it develop,Origin - General
how covid started,Origin - General
how covid works,Having COVID - Effects on Body
what covid does,Having COVID - Effects on Body
how covid affects the body,Having COVID - Effects on Body
can household pets become infected with covid and then transmit it to other pets and human beings,Transmission - Ability to Infect Animals
which animals are immune covid,Transmission - Ability to Infect Animals
what animals can carry covid,Transmission - Ability to Infect Animals
how do we cope with stress during covid,Individual Response - Dealing with Stress
what are your tips for staying productive while staying home during the covid pandemic,Individual Response - Dealing with Stress
how do i stay positive with covid,Individual Response - Dealing with Stress
are kn 95 masks effective for covid,Prevention - Facemask Material
what materials are you using to make homemade face masks for covid,Prevention - Facemask Material
what kind of masks are recommended to protect healthcare workers from covid exposure,Prevention - Facemask Material
why covid is dangerous,Comparison - Reason for Danger
why covid so dangerous,Comparison - Reason for Danger
why of all the history of the plagues is covid more complex and deadlier,Comparison - Reason for Danger
how different is the covid from a common flu,Comparison - Difference from Flu
why covid is different than the flu,Comparison - Difference from Flu
why covid is not the flu,Comparison - Difference from Flu
which sectors would create jobs following the covid pandemic,Economic Effects - Industries
what industries will never be the same because of covid,Economic Effects - Industries
will most airlines go bankrupt after the covid pandemic,Economic Effects - Industries
have covid checks gone out,Societal Response - Distribution of Stimulus Checks
when covid checks from government,Societal Response - Distribution of Stimulus Checks
have covid checks been issued,Societal Response - Distribution of Stimulus Checks
should covid patients be ventilated,Treatment - Intubation
should covid patients be intubated,Treatment - Intubation
what is the survival rate of those infected by covid who are put on a ventilator,Treatment - Intubation
given the evidence so far will covid most likely go away in the summer,Transmission - Survivability: Seasonality
will covid come back in the fall,Transmission - Survivability: Seasonality
will warm weather stop the outbreak of covid,Transmission - Survivability: Seasonality
is there a test for covid,Testing - Availability
are there any tests that i can purchase to test myself at home for covid,Testing - Availability
where can i get tested for covid,Testing - Availability
how can i protect my child from a covid infection,Prevention - Protecting Children
how can i protect my child from covid infection,Prevention - Protecting Children
what steps should parents take to protect children,Prevention - Protecting Children
how long is someone infectious after recovery from covid symptoms,Transmission - Duration of Contagiousness After Recovery
is it possible to spread the covid after recovering from it,Transmission - Duration of Contagiousness After Recovery
how long is someone contagious after getting covid,Transmission - Duration of Contagiousness After Recovery
should i be tested for covid,Testing - Criteria to be Tested
who should get tested for covid,Testing - Criteria to be Tested
is it imperative to be tested for covid,Testing - Criteria to be Tested
why is it being advised to not take ibuprofen if one has covid,Treatment - Ibuprofen
should covid patients take ibuprofen,Treatment - Ibuprofen
should covid patients avoid taking ibuprofen,Treatment - Ibuprofen
should china be held responsible for the financial and economic liability other countries have suffered due to the covid pandemic,Societal Effects - Responsibilty
should china be held responsible for creating the covid panic in the world,Societal Effects - Responsibilty
why doesnt china apologize for causing covid,Societal Effects - Responsibilty
why are people still going outside with their kids when its not safe (covid),Individual Response - Lack of Seriousness
why do some people still ignore that they can get covid virus,Individual Response - Lack of Seriousness
why are people visiting the beaches during the covid crisis,Individual Response - Lack of Seriousness
what investment strategies will be promising after the covid outbreak ends,Economic Effects - Profitable Stocks
what are some investments that can be profitable during the covid pandemic,Economic Effects - Profitable Stocks
which stocks should i buy during the covid outbreak,Economic Effects - Profitable Stocks
what is your routine for the covid holidays,Individual Response - How to Spend Time
what are suggestions for things to do in the covid quarantine,Individual Response - How to Spend Time
if you were quarantined due to the covid virus what would you do to entertain yourself,Individual Response - How to Spend Time
did donald trump really suggest injecting disinfectant to fight covid,Societal Response - Trump's Suggeston of Disinfectant Injection
why has trump stated that injecting disinfectant will kill covid in a minute,Societal Response - Trump's Suggeston of Disinfectant Injection
is it true that the president has suggested that people inject with disinfectant to cure covid,Societal Response - Trump's Suggeston of Disinfectant Injection
has covid been in humans for years,Comparison - Earlier Existence
has covid always existed,Comparison - Earlier Existence
has covid been around for a while,Comparison - Earlier Existence
will covid kill me,Having COVID - Cause of Death
which covid symptoms lead to death,Having COVID - Cause of Death
when covid started,Origin - Time
when was the first case of covid confirmed in the usa,Origin - Time
when was the novel covid first reported,Reporting - Time First Identified
does covid go away,Having COVID - Ability to Recover
has anyone actually recovered from the covid virus,Having COVID - Ability to Recover
had covid and recovered,Having COVID - Ability to Recover
what is the proper capitalization for covid,Nomenclature - Name Capitalization
should covid be capitalized,Nomenclature - Name Capitalization
should covid be all caps,Nomenclature - Name Capitalization
can humans get covid from dogs or cats,Transmission - Pets
can animals carry the virus that causes covid on their skin or fur,Transmission - Pets
can humans become infected with the covid from an animal source,Transmission - Pets
is any disinfectant injection available for covid,Treatment - Disinfectant Injections
should i spray myself or my kids with disinfectant,Treatment - Disinfectant Injections
can disinfectant sprays or wipes be used on my skin injected inhaled or ingested to prevent or treat covid,Treatment - Disinfectant Injections
where was covid first identified,Reporting - Time First Identified
when was sars cov first identified,Reporting - Time First Identified
whats the difference between covid and sars cov 2,Comparison - SARS
which covid is sars,Comparison - SARS
how are covid and sars cov similar,Comparison - SARS
which covid symptoms come first,Symptoms - First Symptoms
which covid symptoms appear first,Symptoms - First Symptoms
what are the early symptoms of the covid,Symptoms - First Symptoms
has president trump failed america throughout the covid outbreak,Societal Effects - Blaming Trump
are you confident with the way donald trump is handling the covid epidemic,Societal Effects - Blaming Trump
what do trump supporters think of his handling of covid,Societal Effects - Blaming Trump
who covid immunity,Transmission - Antibody Immunity
do covid antibodies provide immunity,Transmission - Antibody Immunity
do covid antibodies mean immunity,Transmission - Antibody Immunity
is covid in the air,Transmission - Airborne
is covid airborne or droplet,Transmission - Airborne
who covid airborne,Transmission - Airborne
do covid have cure,Treatment - Existence of Cure
can covid be cured,Treatment - Existence of Cure
theres already had a cure in china of covid is it true,Treatment - Existence of Cure
do covid symptoms come and go,Symptoms - Abruptness
do covid symptoms come on fast,Symptoms - Abruptness
are covid symptoms sudden,Symptoms - Abruptness
can i make my own hand sanitizer,Prevention - DIY Hand Sanitizer
should i make my own hand sanitizer if i cant find it in the stores,Prevention - DIY Hand Sanitizer
if i cant find hand sanitizer in the store can i make my own,Prevention - DIY Hand Sanitizer
how can someone spread covid when asymptomatic,Transmission - Infection by Asymptomatic Carriers
can someone spread the virus without being sick,Transmission - Infection by Asymptomatic Carriers
can covid be caught from a person who has no symptoms,Transmission - Infection by Asymptomatic Carriers
how can we distinguish covid from flu as a patient,Comparison - COVID versus Flu Diagnosis
is it covid or something else,Comparison - COVID versus Flu Diagnosis
how do i know if it is covid or just the common flu,Comparison - COVID versus Flu Diagnosis
why is convalescent plasma being investigated to treat covid,Treatment - Plasma
how successful was plasma therapy against covid,Treatment - Plasma
can plasma from covid survivors treat others,Treatment - Plasma
is it true that o+ blood types are immune to the covid,Transmission - Demographics: Blood Type
has the link between blood group and the severity of covid effects been confirmed,Transmission - Demographics: Blood Type
are some blood types able to fight this covid better than other blood types,Transmission - Demographics: Blood Type
what should i do if i had close contact with someone who has covid,Individual Response - Being Infected
what should you do if you suspect you have covid,Individual Response - Being Infected
what would you do if you found out you had covid,Individual Response - Being Infected
does covid cause irreversible damage to the respiratory system,Having COVID - Longevity of Damage
do covid effects last forever,Having COVID - Longevity of Damage
what lasting health impact will covid have on those who recover from covid,Having COVID - Longevity of Damage
was there a covid 18 before covid,Comaprison - Earlier Strains
what happened to covid 1 18 and will there be a covid 20,Comaprison - Earlier Strains
how does covid vary from covid18 or covid17,Comaprison - Earlier Strains
is china lying about covid,Reporting - Is China Lying
does china give correct information to other countries on covid,Reporting - Is China Lying
is china being truthful about the number of deaths due to the covid or is it much higher,Reporting - Is China Lying
is there any blessing in disguise from this covid pandemic,Societal Effects - Positive Impacts
what is 1 good thing that has happened as a result of covid,Societal Effects - Positive Impacts
how will the covid pandemic benefit society in the long run,Societal Effects - Positive Impacts
how has covid affected your job or career so far,Societal Effects - Daily Life
how has covid affected your everyday life,Societal Effects - Daily Life
how has covid impacted you so far,Societal Effects - Daily Life
how do you think china has recovered from covid so quickly while the rest of the world is struggling,Societal Response - China
what is china doing to stop the spread of covid,Societal Response - China
how can china lower the spreading of covid,Societal Response - China
did covid cost trump his second term,Societal Effects - US 2020 Election
how much of a factor will the covid be in the 2020 presidential election,Societal Effects - US 2020 Election
in light of the covid pandemic is trump more likely to be re elected,Societal Effects - US 2020 Election
will there be a lot of layoffs in the tech industry due to the covid pandemic,Economic Effects - Technology Industry
what would be the impact of covid on the it industry globally,Economic Effects - Technology Industry
how have the large tech companies been affected by covid,Economic Effects - Technology Industry
can a young and healthy person die from a covid infection,Transmission - Demographics: Child Immunity
are children immuned to the new covid,Transmission - Demographics: Child Immunity
are kids getting affected by covid,Transmission - Demographics: Child Immunity
why are stock markets dipping in response to covid,Economic Effects - Stocks
what is it that is making the stock market even better amid the covid pandemic,Economic Effects - Stocks
why and how is covid affecting the stock market,Economic Effects - Stocks
how can the world hold china financially liable for the covid global pandemic,Societal Effects - Repurcussions for China
will the chinese government be held accountable in any way for the covid virus epidemic,Societal Effects - Repurcussions for China
what sort of penalty should china pay for causing covid,Societal Effects - Repurcussions for China
how will life be changed if in the next generations there is still no vaccine for covid,Societal Effects - Hopeless Scenarios
what could happen if the cure for covid is not found,Societal Effects - Hopeless Scenarios
what happens if lockdown cant prevent from covid for a whole year especially that there is no vaccine and cure,Societal Effects - Hopeless Scenarios
are we winning the war against covid,Reporting - Is Situation Improving
how effective is the measure of social distancing in the fight against covid,Reporting - Is Situation Improving
is the covid curve flattening,Reporting - Is Situation Improving
how many deaths do you expect from the covid when the pandemic is finally over,Reporting - Expected Deaths
can covid reduce the population of humans on earth by half,Reporting - Expected Deaths
will covid ultimately kill 1000000 in the us,Reporting - Expected Deaths
why is there no vaccine for the covid virus,Prevention - Vaccine: Reason for Delay
if the h1n1 vaccine was developed so quickly why does the covid vaccine take so much time,Prevention - Vaccine: Reason for Delay
if regular flu vaccines can be produced each year why does the covid vaccine need 12 18 months,Prevention - Vaccine: Reason for Delay
